Model,TBS2104;
Firmware Version,v1,26,0;
;
Point Format,Y;
Horizontal Units,S;
Horizontal Scale,0,0004;
Sample Interval,3,2e-06;
Filter Frequency,1e+08;
Record Length,2000;
Gating,0,0% to 100,0%;
Probe Attenuation,1;
Vertical Units,V;
Vertical Offset,0;
Vertical Scale,0,2;
Label,;
Tiempo (ms);Voltaje (V)
-0,51;-0,00999999
-0,51;-0,00999999
-0,5;-0,02
-0,5;-0,00999999
-0,5;-0,02
-0,49;-0,00999999
-0,49;-0,00999999
-0,49;-0,00999999
-0,48;-0,00999999
-0,48;-0,02
-0,48;-0,00999999
-0,47;-0,02
-0,47;-0,02
-0,47;-0,02
-0,46;-0,02
-0,46;-0,00999999
-0,46;-0,02
-0,45;-0,00999999
-0,45;-0,00999999
-0,45;-0,02
-0,44;-0,02
-0,44;-0,00999999
-0,44;-0,00999999
-0,44;-0,00999999
-0,43;-0,02
-0,43;-0,00999999
-0,43;-0,02
-0,42;-0,02
-0,42;-0,00999999
-0,42;-0,02
-0,41;-0,00999999
-0,41;-0,00999999
-0,41;-0,02
-0,4;-0,02
-0,4;-0,00999999
-0,4;-0,00999999
-0,39;-0,02
-0,39;-0,00999999
-0,39;-0,00999999
-0,38;-0,00999999
-0,38;-0,02
-0,38;-0,00999999
-0,37;-0,02
-0,37;-0,00999999
-0,37;-0,02
-0,36;-0,02
-0,36;-0,02
-0,36;-0,00999999
-0,36;-0,00999999
-0,35;-0,02
-0,35;-0,02
-0,35;-0,02
-0,34;-0,02
-0,34;-0,02
-0,34;-0,00999999
-0,33;-0,00999999
-0,33;-0,02
-0,33;-0,00999999
-0,32;-0,00999999
-0,32;-0,00999999
-0,32;-0,02
-0,31;-0,02
-0,31;-0,00999999
-0,31;-0,00999999
-0,3;-0,00999999
-0,3;-0,00999999
-0,3;-0,02
-0,29;-0,02
-0,29;-0,02
-0,29;-0,00999999
-0,28;-0,02
-0,28;-0,02
-0,28;-0,02
-0,28;-0,00999999
-0,27;-0,02
-0,27;-0,02
-0,27;-0,00999999
-0,26;-0,02
-0,26;-0,00999999
-0,26;-0,00999999
-0,25;-0,00999999
-0,25;-0,00999999
-0,25;-0,00999999
-0,24;-0,02
-0,24;-0,02
-0,24;-0,02
-0,23;-0,02
-0,23;-0,00999999
-0,23;-0,02
-0,22;-0,00999999
-0,22;-0,02
-0,22;-0,00999999
-0,21;-0,02
-0,21;-0,02
-0,21;-0,02
-0,2;-0,00999999
-0,2;-0,00999999
-0,2;-0,02
-0,2;-0,02
-0,19;-0,00999999
-0,19;-0,00999999
-0,19;-0,02
-0,18;-0,00999999
-0,18;-0,00999999
-0,18;-0,00999999
-0,17;-0,00999999
-0,17;-0,00999999
-0,17;-0,02
-0,16;-0,00999999
-0,16;-0,00999999
-0,16;-0,02
-0,15;-0,02
-0,15;-0,00999999
-0,15;-0,02
-0,14;-0,00999999
-0,14;-0,00999999
-0,14;-0,00999999
-0,13;-0,00999999
-0,13;-0,00999999
-0,13;-0,02
-0,12;-0,00999999
-0,12;-0,00999999
-0,12;-0,02
-0,12;-0,00999999
-0,11;-0,00999999
-0,11;-0,00999999
-0,11;-0,02
-0,1;-0,02
-0,1;-0,02
-0,1;-0,00999999
-0,09;-0,02
-0,09;-0,02
-0,09;-0,02
-0,08;-0,02
-0,08;-0,02
-0,08;-0,02
-0,07;-0,00999999
-0,07;-0,02
-0,07;-0,00999999
-0,06;-0,02
-0,06;-0,00999999
-0,06;-0,00999999
-0,05;-0,02
-0,05;-0,02
-0,05;-0,02
-0,04;-0,00999999
-0,04;-0,00999999
-0,04;-0,00999999
-0,04;-0,00999999
-0,03;-0,02
-0,03;-0,02
-0,03;-0,02
-0,02;-0,02
-0,02;-0,02
-0,02;-0,00999999
-0,01;-0,02
-0,01;-0,02
-0,01;-0,02
0;0,72
0;0,73
0;0,73
0,01;0,73
0,01;0,74
0,01;0,74
0,02;0,74
0,02;0,74
0,02;0,74
0,03;0,74
0,03;0,74
0,03;0,74
0,04;0,74
0,04;0,74
0,04;0,74
0,04;0,75
0,05;0,74
0,05;0,74
0,05;0,74
0,06;0,74
0,06;0,74
0,06;0,74
0,07;0,74
0,07;0,74
0,07;0,74
0,08;0,74
0,08;0,74
0,08;0,74
0,09;0,74
0,09;0,73
0,09;0,75
0,1;0,74
0,1;0,74
0,1;0,74
0,11;0,74
0,11;0,74
0,11;0,74
0,12;0,74
0,12;0,75
0,12;0,74
0,12;0,74
0,13;0,73
0,13;0,74
0,13;0,74
0,14;0,74
0,14;0,74
0,14;0,74
0,15;0,74
0,15;0,74
0,15;0,75
0,16;0,74
0,16;0,74
0,16;0,74
0,17;0,74
0,17;0,74
0,17;0,74
0,18;0,74
0,18;0,74
0,18;0,73
0,19;0,74
0,19;0,74
0,19;0,74
0,2;0,74
0,2;0,74
0,2;0,74
0,2;0,74
0,21;0,74
0,21;0,74
0,21;0,74
0,22;0,74
0,22;0,75
0,22;0,75
0,23;0,74
0,23;0,74
0,23;0,75
0,24;0,74
0,24;0,74
0,24;0,74
0,25;0,73
0,25;0,74
0,25;0,73
0,26;0,74
0,26;0,74
0,26;0,74
0,27;0,74
0,27;0,74
0,27;0,75
0,28;0,74
0,28;0,74
0,28;0,74
0,28;0,74
0,29;0,73
0,29;0,74
0,29;0,74
0,3;0,74
0,3;0,74
0,3;0,74
0,31;0,74
0,31;0,75
0,31;0,74
0,32;0,74
0,32;0,74
0,32;0,74
0,33;0,74
0,33;0,74
0,33;0,74
0,34;0,74
0,34;0,74
0,34;0,74
0,35;0,74
0,35;0,74
0,35;0,74
0,36;0,74
0,36;0,74
0,36;0,74
0,36;0,74
0,37;0,75
0,37;0,74
0,37;0,74
0,38;0,74
0,38;0,74
0,38;0,74
0,39;0,74
0,39;0,74
0,39;0,74
0,4;0,73
0,4;0,73
0,4;0,74
0,41;0,74
0,41;0,74
0,41;0,74
0,42;0,74
0,42;0,74
0,42;0,74
0,43;0,74
0,43;0,74
0,43;0,74
0,44;0,73
0,44;0,74
0,44;0,74
0,44;0,74
0,45;0,74
0,45;0,74
0,45;0,74
0,46;0,74
0,46;0,74
0,46;0,74
0,47;0,74
0,47;0,74
0,47;0,74
0,48;0,73
0,48;0,74
0,48;0,74
0,49;0,74
0,49;0,74
0,49;0,74
0,5;0,74
0,5;0,74
0,5;0,74
0,51;0,73
0,51;0,74
0,51;0,73
0,52;0,74
0,52;0,74
0,52;0,74
0,52;0,74
0,53;0,74
0,53;0,75
0,53;0,74
0,54;0,74
0,54;0,74
0,54;0,74
0,55;0,74
0,55;0,74
0,55;0,74
0,56;0,74
0,56;0,74
0,56;0,74
0,57;0,74
0,57;0,74
0,57;0,75
0,58;0,75
0,58;0,74
0,58;0,74
0,59;0,74
0,59;0,73
0,59;0,74
0,6;0,74
0,6;0,74
0,6;0,74
0,6;0,74
0,61;0,74
0,61;0,74
0,61;0,73
0,62;0,74
0,62;0,74
0,62;0,74
0,63;0,74
0,63;0,74
0,63;0,74
0,64;0,74
0,64;0,74
0,64;0,74
0,65;0,75
0,65;0,74
0,65;0,74
0,66;0,75
0,66;0,74
0,66;0,74
0,67;0,75
0,67;0,74
0,67;0,74
0,68;0,74
0,68;0,74
0,68;0,74
0,68;0,74
0,69;0,74
0,69;0,74
0,69;0,75
0,7;0,74
0,7;0,74
0,7;0,74
0,71;0,74
0,71;0,74
0,71;0,74
0,72;0,74
0,72;0,75
0,72;0,74
0,73;0,74
0,73;0,74
0,73;0,74
0,74;0,74
0,74;0,74
0,74;0,74
0,75;0,74
0,75;0,74
0,75;0,74
0,76;0,74
0,76;0,74
0,76;0,74
0,76;0,74
0,77;0,74
0,77;0,75
0,77;0,74
0,78;0,74
0,78;0,75
0,78;0,75
0,79;0,74
0,79;0,74
0,79;0,74
0,8;0,74
0,8;0,73
0,8;0,73
0,81;0,74
0,81;0,74
0,81;0,74
0,82;0,74
0,82;0,75
0,82;0,74
0,83;0,74
0,83;0,74
0,83;0,73
0,84;0,74
0,84;0,74
0,84;0,74
0,84;0,74
0,85;0,74
0,85;0,74
0,85;0,75
0,86;0,74
0,86;0,74
0,86;0,75
0,87;0,74
0,87;0,74
0,87;0,74
0,88;0,74
0,88;0,74
0,88;0,74
0,89;0,74
0,89;0,74
0,89;0,73
0,9;0,74
0,9;0,74
